Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
09/10/2022,07:39:54,-8.366,110.0675,8,2.7,MLv,Pusat gempa di laut 57 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
09/10/2022,09:49:04,-10.744,110.5376,10,3.9,MLv,Pusat gempa di laut 289 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
09/10/2022,11:32:28,-8.877,110.7687,74,3.5,MLv,Pusat gempa di laut 83 km BaratDaya Pacitan,TIDAK,M3,D2,M3D2
09/10/2022,13:04:34,-8.873,111.2428,25,2.9,MLv,Pusat gempa di laut 76 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
09/10/2022,13:40:41,-9.595,112.9292,9,3.4,MLv,Pusat gempa di laut 166 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
09/10/2022,13:45:55,-9.021,110.4794,26,2.9,MLv,Pusat gempa di laut 114 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
09/10/2022,19:59:17,-9.063,110.7207,11,2.7,MLv,Pusat gempa di laut 104 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
09/10/2022,20:22:17,-8.516,108.5841,57,3.4,MLv,Pusat gempa di laut 99 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
09/10/2022,20:59:01,-8.951,110.4011,10,2.8,MLv,Pusat gempa di laut 112 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
09/10/2022,22:00:29,-9.023,110.4718,7,2.8,MLv,Pusat gempa di laut 114 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
09/10/2022,23:39:01,-7.831,110.8662,13,2.2,MLv,Pusat gempa di darat 15 km Tenggara Sukoharjo,TIDAK,M2,D1,M2D1
10/10/2022,00:28:22,-9.191,113.5027,27,3.1,MLv,Pusat gempa di laut 115 km BaratDaya Jember,TIDAK,M3,D1,M3D1
10/10/2022,01:18:47,-8.855,110.5047,20,2.7,MLv,Pusat gempa di laut 98 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,01:19:22,-8.909,110.5162,10,2.7,MLv,Pusat gempa di laut 101 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,03:01:28,-9.18,110.4979,10,2.9,MLv,Pusat gempa di laut 127 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,03:06:48,-9.007,111.3354,23,2.8,MLv,Pusat gempa di laut 93 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,04:47:37,-8.353,110.2342,7,2.4,MLv,Pusat gempa di laut 52 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
10/10/2022,05:03:56,-9.034,110.707,32,3.8,MLv,Pusat gempa di laut 102 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
10/10/2022,06:10:45,-8.984,110.5673,8,2.8,MLv,Pusat gempa di laut 105 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,07:42:34,-9.599,111.6585,47,4.2,MLv,Pusat gempa di laut 167 km Tenggara Pacitan,TIDAK,M4,D1,M4D1
10/10/2022,08:15:09,-8.717,110.8024,10,2.5,MLv,Pusat gempa di laut 66 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,09:08:56,-8.354,110.1267,7,2.5,MLv,Pusat gempa di laut 55 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
10/10/2022,12:51:57,-8.266,110.3031,19,2.3,MLv,Pusat gempa di laut 41 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
10/10/2022,15:41:51,-9.207,113.5041,42,3.1,MLv,Pusat gempa di laut 117 km BaratDaya Jember,TIDAK,M3,D1,M3D1
10/10/2022,18:37:07,-9.005,110.7108,24,2.8,MLv,Pusat gempa di laut 99 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,19:05:18,-10.221,113.4315,37,3.6,MLv,Pusat gempa di laut 230 km BaratDaya Jember,TIDAK,M3,D1,M3D1
10/10/2022,19:41:05,-8.949,110.468,33,2.5,MLv,Pusat gempa di laut 108 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,21:08:04,-9.148,110.6598,9,2.7,MLv,Pusat gempa di laut 116 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,21:20:11,-8.42,108.7313,35,2.5,MLv,Pusat gempa di laut 83 km BaratDaya Cilacap,TIDAK,M2,D1,M2D1
10/10/2022,21:45:49,-9.151,110.4231,14,2.6,MLv,Pusat gempa di laut 129 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,21:47:43,-8.354,109.0151,38,2.4,MLv,Pusat gempa di laut 69 km Selatan Cilacap,TIDAK,M2,D1,M2D1
10/10/2022,22:14:57,-9.197,110.4994,6,2.8,MLv,Pusat gempa di laut 129 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
10/10/2022,23:31:13,-8.638,110.8827,19,2.5,MLv,Pusat gempa di laut 54 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
11/10/2022,03:10:45,-9.079,111.2739,13,2.8,MLv,Pusat gempa di laut 99 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
11/10/2022,05:55:23,-8.963,111.2392,39,3.3,MLv,Pusat gempa di laut 86 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
11/10/2022,06:29:30,-8.952,111.3342,24,2.9,MLv,Pusat gempa di laut 87 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
11/10/2022,09:04:51,-8.251,110.0672,13,3.3,MLv,Pusat gempa di laut 44 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
11/10/2022,09:57:20,-8.416,108.597,68,2.6,MLv,Pusat gempa di laut 89 km BaratDaya Cilacap,TIDAK,M2,D2,M2D2
11/10/2022,16:12:02,-10.805,112.9079,10,3.8,MLv,Pusat gempa di laut 299 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
11/10/2022,16:26:31,-8.25,110.712,116,2.2,MLv,Pusat gempa di laut 34 km Tenggara Gunungkidul,TIDAK,M2,D2,M2D2
11/10/2022,20:02:30,-8.272,110.0388,33,2.3,MLv,Pusat gempa di laut 47 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
11/10/2022,21:58:38,-8.929,109.8578,10,2.6,MLv,Pusat gempa di laut 123 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
12/10/2022,03:43:07,-7.585,108.8238,255,2.5,MLv,Pusat gempa di darat 27 km BaratLaut Cilacap,TIDAK,M2,D2,M2D2
12/10/2022,11:41:54,-7.831,110.8883,29,2.5,MLv,Pusat gempa di darat 15 km Tenggara Sukoharjo,TIDAK,M2,D1,M2D1
12/10/2022,18:50:08,-8.552,112.2283,25,2.8,MLv,Pusat gempa di laut 51 km Tenggara Blitar,TIDAK,M2,D1,M2D1
12/10/2022,19:24:56,-8.489,109.7308,38,2.9,MLv,Pusat gempa di laut 84 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
12/10/2022,20:50:07,-8.764,110.3661,20,2.9,MLv,Pusat gempa di laut 93 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
12/10/2022,21:14:55,-8.334,110.105,16,2.8,MLv,Pusat gempa di laut 53 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
12/10/2022,21:35:35,-8.336,110.1639,6,2.6,MLv,Pusat gempa di laut 52 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
12/10/2022,21:48:59,-9.059,113.0977,16,2.6,MLv,Pusat gempa di laut 104 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
12/10/2022,21:49:36,-8.757,111.0209,22,2.9,MLv,Pusat gempa di laut 62 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
12/10/2022,23:01:56,-9.057,110.6035,10,2.8,MLv,Pusat gempa di laut 109 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
13/10/2022,00:29:52,-8.693,112.789,124,3.1,MLv,Pusat gempa di laut 79 km BaratDaya Lumajang,TIDAK,M3,D2,M3D2
13/10/2022,02:22:18,-8.778,110.5459,13,2.8,MLv,Pusat gempa di laut 88 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
13/10/2022,03:49:43,-8.755,110.4865,36,2.9,MLv,Pusat gempa di laut 89 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
13/10/2022,06:21:28,-8.289,109.0312,35,2.7,MLv,Pusat gempa di laut 62 km Selatan Cilacap,TIDAK,M2,D1,M2D1
13/10/2022,07:02:53,-8.163,110.3634,37,2.1,MLv,Pusat gempa di laut 30 km Tenggara Bantul,TIDAK,M2,D1,M2D1
13/10/2022,08:30:04,-9.139,113.0133,14,3.3,MLv,Pusat gempa di laut 114 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
13/10/2022,12:11:30,-8.946,109.8935,11,3.4,MLv,Pusat gempa di laut 124 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
13/10/2022,12:47:33,-9.094,110.0996,24,3.2,MLv,Pusat gempa di laut 136 km BaratDaya Bantul,TIDAK,M3,D1,M3D1
13/10/2022,14:06:34,-8.585,111.6127,11,3,MLv,Pusat gempa di laut 56 km BaratDaya Trenggalek,TIDAK,M2,D1,M2D1
13/10/2022,14:34:01,-9.332,113.4709,27,3.5,MLv,Pusat gempa di laut 131 km BaratDaya Jember,TIDAK,M3,D1,M3D1
13/10/2022,15:57:29,-9.675,113.9531,10,3,MLv,Pusat gempa di laut 169 km Tenggara Jember,TIDAK,M2,D1,M2D1
13/10/2022,16:22:55,-9.459,112.853,22,3.3,MLv,Pusat gempa di laut 153 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
13/10/2022,17:01:40,-8.939,110.0007,9,3,MLv,Pusat gempa di laut 121 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
13/10/2022,20:48:38,-8.689,110.8708,22,2.7,MLv,Pusat gempa di laut 60 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
13/10/2022,21:34:30,-8.971,109.861,23,3.1,MLv,Pusat gempa di laut 127 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
13/10/2022,23:28:55,-8.47,109.7125,40,2.8,MLv,Pusat gempa di laut 83 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
13/10/2022,23:55:51,-8.447,109.7216,37,2.8,MLv,Pusat gempa di laut 81 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
14/10/2022,02:48:30,-8.423,109.2601,36,2.8,MLv,Pusat gempa di laut 81 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
14/10/2022,03:40:12,-8.961,109.9421,28,3,MLv,Pusat gempa di laut 124 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
14/10/2022,06:15:50,-8.306,110.1041,11,2.7,MLv,Pusat gempa di laut 50 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
14/10/2022,12:01:59,-8.643,108.7256,64,3.3,MLv,Pusat gempa di laut 106 km BaratDaya Cilacap,TIDAK,M3,D2,M3D2
14/10/2022,12:35:39,-9.947,109.6809,10,3.7,MLv,Pusat gempa di laut 238 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
14/10/2022,13:11:22,-9.674,113.2016,22,3.5,MLv,Pusat gempa di laut 171 km Selatan Lumajang,TIDAK,M3,D1,M3D1
14/10/2022,17:07:35,-8.483,109.7039,41,2.7,MLv,Pusat gempa di laut 85 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
14/10/2022,21:15:10,-8.993,109.8553,9,3.5,MLv,Pusat gempa di laut 130 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
14/10/2022,21:18:15,-8.947,109.9864,10,2.9,MLv,Pusat gempa di laut 122 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
15/10/2022,02:36:30,-10.778,113.1598,10,4.2,MLv,Pusat gempa di laut 294 km Selatan Lumajang,TIDAK,M4,D1,M4D1
15/10/2022,02:58:10,-10.866,112.0019,10,3.8,MLv,Pusat gempa di laut 308 km BaratDaya Blitar,TIDAK,M3,D1,M3D1
15/10/2022,15:27:36,-6.597,110.4181,557,3.3,MLv,Pusat gempa di laut 18 km Tenggara Semarang,TIDAK,M3,D3,M3D3
15/10/2022,17:48:32,-8.32,110.1212,19,2.6,MLv,Pusat gempa di laut 51 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
15/10/2022,17:53:07,-8.353,110.1648,7,2.4,MLv,Pusat gempa di laut 54 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
15/10/2022,20:09:14,-8.328,109.1249,32,2.7,MLv,Pusat gempa di laut 67 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
15/10/2022,21:12:15,-9.103,109.3416,14,3,MLv,Pusat gempa di laut 156 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
15/10/2022,21:32:39,-8.983,110.2151,11,2.6,MLv,Pusat gempa di laut 121 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
16/10/2022,02:45:50,-9.002,110.046,12,3.3,MLv,Pusat gempa di laut 127 km BaratDaya Bantul,TIDAK,M3,D1,M3D1
16/10/2022,04:19:01,-9.24,110.239,10,2.8,MLv,Pusat gempa di laut 147 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
16/10/2022,07:26:22,-9.727,113.8345,8,2.6,MLv,Pusat gempa di laut 173 km Tenggara Jember,TIDAK,M2,D1,M2D1
16/10/2022,09:18:04,-9.163,110.1212,10,2.7,MLv,Pusat gempa di laut 143 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
16/10/2022,09:58:02,-9.278,113.9479,20,2.4,MLv,Pusat gempa di laut 125 km BaratDaya Banyuwangi,TIDAK,M2,D1,M2D1
16/10/2022,10:37:08,-8.562,108.7306,50,3.3,MLv,Pusat gempa di laut 97 km BaratDaya Cilacap,TIDAK,M3,D1,M3D1
16/10/2022,13:49:37,-8.359,110.1045,12,2.9,MLv,Pusat gempa di laut 55 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
16/10/2022,14:29:46,-8.822,111.3844,41,3.4,MLv,Pusat gempa di laut 75 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
16/10/2022,15:47:48,-8.65,110.525,48,2.6,MLv,Pusat gempa di laut 77 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
16/10/2022,16:27:43,-7.95,110.4358,14,1.4,MLv,Pusat gempa di darat 13 km Tenggara Bantul,TIDAK,M1,D1,M1D1
16/10/2022,20:30:40,-8.257,109.0686,39,2.8,MLv,Pusat gempa di laut 58 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
16/10/2022,23:00:36,-9.468,112.7647,11,3.3,MLv,Pusat gempa di laut 157 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
16/10/2022,23:27:37,-9.132,110.2642,12,2.8,MLv,Pusat gempa di laut 135 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
17/10/2022,01:39:05,-8.954,111.2756,8,2.9,MLv,Pusat gempa di laut 86 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
17/10/2022,04:20:35,-7.905,110.4415,19,1.3,MLv,Pusat gempa di darat 12 km Tenggara Bantul,TIDAK,M1,D1,M1D1
17/10/2022,20:41:17,-8.185,110.4849,94,2.2,MLv,Pusat gempa di laut 28 km BaratDaya Gunungkidul,TIDAK,M2,D2,M2D2
17/10/2022,22:22:19,-9.855,109.6827,10,3.3,MLv,Pusat gempa di laut 228 km BaratDaya Kulonprogo,TIDAK,M3,D1,M3D1
17/10/2022,22:54:58,-8.897,111.3537,20,2.8,MLv,Pusat gempa di laut 82 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
18/10/2022,00:20:08,-8.901,110.2871,20,2.8,MLv,Pusat gempa di laut 110 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
18/10/2022,05:14:34,-8.909,110.3676,30,2.7,MLv,Pusat gempa di laut 108 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
18/10/2022,14:22:27,-8.323,110.2366,8,2.4,MLv,Pusat gempa di laut 49 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
18/10/2022,14:25:15,-9.06,110.5145,20,2.9,MLv,Pusat gempa di laut 115 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
18/10/2022,16:58:56,-8.992,110.0812,12,2.9,MLv,Pusat gempa di laut 125 km BaratDaya Bantul,TIDAK,M2,D1,M2D1
18/10/2022,17:47:02,-7.964,111.2299,4,2.5,MLv,Pusat gempa di darat 29 km TimurLaut Pacitan,TIDAK,M2,D1,M2D1
18/10/2022,17:59:25,-9.043,110.5805,12,2.7,MLv,Pusat gempa di laut 109 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
18/10/2022,18:02:58,-10.737,110.0352,10,3.7,MLv,Pusat gempa di laut 305 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
18/10/2022,18:41:57,-8.373,109.007,40,2.8,MLv,Pusat gempa di laut 71 km Selatan Cilacap,TIDAK,M2,D1,M2D1
18/10/2022,20:43:42,-8.874,111.0686,10,2.8,MLv,Pusat gempa di laut 75 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
19/10/2022,01:08:37,-8.559,109.9633,30,3,MLv,Pusat gempa di laut 80 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
19/10/2022,06:47:06,-8.683,110.4747,29,2.7,MLv,Pusat gempa di laut 81 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
19/10/2022,08:00:38,-9.344,112.8588,23,3.2,MLv,Pusat gempa di laut 141 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
19/10/2022,11:11:40,-8.739,110.762,24,3.1,MLv,Pusat gempa di laut 70 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
19/10/2022,13:49:34,-9.051,111.7201,9,3.2,MLv,Pusat gempa di laut 108 km Selatan Trenggalek,TIDAK,M3,D1,M3D1
19/10/2022,15:30:10,-8.722,110.6694,24,2.7,MLv,Pusat gempa di laut 75 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
19/10/2022,15:44:25,-8.577,113.3968,2,2.4,MLv,Pusat gempa di laut 53 km Tenggara Lumajang,TIDAK,M2,D1,M2D1
19/10/2022,16:26:36,-7.597,109.989,260,2.9,MLv,Pusat gempa di darat 34 km BaratLaut Kulonprogo,TIDAK,M2,D2,M2D2
19/10/2022,16:40:23,-9.011,111.5017,27,3.2,MLv,Pusat gempa di laut 100 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
19/10/2022,16:42:38,-8.47,113.4013,11,1.8,MLv,Pusat gempa di darat 42 km Tenggara Lumajang,TIDAK,M1,D1,M1D1
19/10/2022,17:28:23,-8.635,109.5275,10,3,MLv,Pusat gempa di laut 108 km BaratDaya kebumen,TIDAK,M2,D1,M2D1
19/10/2022,18:37:40,-10.069,110.5862,6,3.5,MLv,Pusat gempa di laut 215 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
19/10/2022,18:43:06,-10.111,110.6552,11,3.5,MLv,Pusat gempa di laut 218 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
19/10/2022,20:16:39,-8.71,110.0682,10,2.8,MLv,Pusat gempa di laut 95 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
20/10/2022,00:23:54,-7.436,110.1762,17,2.5,MLv,Pusat gempa di darat 37 km BaratLaut Sleman,TIDAK,M2,D1,M2D1
20/10/2022,00:59:36,-7.346,110.2484,8,2.6,MLv,Pusat gempa di darat 43 km BaratLaut Boyolali,TIDAK,M2,D1,M2D1
20/10/2022,09:22:21,-7.406,110.1911,11,2.4,MLv,Pusat gempa di darat 39 km BaratLaut Sleman,TIDAK,M2,D1,M2D1
20/10/2022,20:10:00,-7.334,110.2651,17,2.2,MLv,Pusat gempa di darat 42 km BaratLaut Boyolali,TIDAK,M2,D1,M2D1
21/10/2022,02:03:51,-7.409,110.1997,11,2.3,MLv,Pusat gempa di darat 38 km BaratLaut Sleman,TIDAK,M2,D1,M2D1
21/10/2022,04:40:10,-8.46,110.7073,10,2.3,MLv,Pusat gempa di laut 52 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
21/10/2022,16:56:21,-8.29,110.1856,16,2,MLv,Pusat gempa di laut 47 km BaratDaya Bantul,TIDAK,M1,D1,M1D1
21/10/2022,19:14:35,-8.289,109.1034,40,2.5,MLv,Pusat gempa di laut 62 km Tenggara Cilacap,TIDAK,M2,D1,M2D1
21/10/2022,22:54:11,-8.127,110.6582,10,1.4,MLv,Pusat gempa di darat 19 km Tenggara Gunungkidul,TIDAK,M1,D1,M1D1
22/10/2022,01:09:26,-8.981,111.7067,28,3.3,MLv,Pusat gempa di laut 100 km Selatan Trenggalek,TIDAK,M3,D1,M3D1
22/10/2022,11:03:32,-8.385,108.8898,37,2.3,MLv,Pusat gempa di laut 74 km BaratDaya Cilacap,TIDAK,M2,D1,M2D1
22/10/2022,14:28:27,-7.265,110.2961,10,2.2,MLv,Pusat gempa di darat 44 km BaratLaut Boyolali,TIDAK,M2,D1,M2D1
22/10/2022,17:19:47,-8.924,110.3924,29,2.4,MLv,Pusat gempa di laut 109 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
22/10/2022,18:00:25,-8.877,110.7016,70,2.3,MLv,Pusat gempa di laut 87 km BaratDaya Pacitan,TIDAK,M2,D2,M2D2
22/10/2022,20:06:12,-8.342,110.1445,10,2.1,MLv,Pusat gempa di laut 53 km Selatan Kulonprogo,TIDAK,M2,D1,M2D1
22/10/2022,20:47:09,-7.325,110.275,24,2,MLv,Pusat gempa di darat 41 km BaratLaut Boyolali,TIDAK,M1,D1,M1D1
23/10/2022,02:19:47,-9.674,112.9515,10,3,MLv,Pusat gempa di laut 174 km BaratDaya Lumajang,TIDAK,M2,D1,M2D1
23/10/2022,02:34:22,-8.861,110.5672,10,2.4,MLv,Pusat gempa di laut 94 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
23/10/2022,06:50:13,-7.339,110.279,15,2.2,MLv,Pusat gempa di darat 40 km BaratLaut Boyolali,TIDAK,M2,D1,M2D1
23/10/2022,08:05:09,-9.62,112.8566,12,3.3,MLv,Pusat gempa di laut 170 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
23/10/2022,15:21:19,-7.933,110.3753,96,1.9,MLv,Pusat gempa di darat 6 km Tenggara Bantul,TIDAK,M1,D2,M1D2
23/10/2022,21:08:34,-7.344,110.2558,23,2.3,MLv,Pusat gempa di darat 42 km BaratLaut Boyolali,TIDAK,M2,D1,M2D1
23/10/2022,23:25:39,-9.096,110.3869,10,2.8,MLv,Pusat gempa di laut 126 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
24/10/2022,05:59:39,-8.943,110.6408,21,2.8,MLv,Pusat gempa di laut 96 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
24/10/2022,07:51:37,-7.974,110.4472,12,1.4,MLv,Pusat gempa di darat 15 km Tenggara Bantul,TIDAK,M1,D1,M1D1
24/10/2022,13:12:46,-8.514,111.0659,16,2.6,MLv,Pusat gempa di laut 35 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
24/10/2022,21:38:52,-9.067,113.0294,37,3.1,MLv,Pusat gempa di laut 106 km BaratDaya Lumajang,TIDAK,M3,D1,M3D1
24/10/2022,22:15:34,-10.122,110.2199,10,3.4,MLv,Pusat gempa di laut 234 km BaratDaya Pacitan,TIDAK,M3,D1,M3D1
25/10/2022,01:39:11,-7.962,110.5366,8,1.2,MLv,Pusat gempa di darat 6 km Barat Gunungkidul,TIDAK,M1,D1,M1D1
25/10/2022,12:15:49,-9.015,111.2487,7,2.9,MLv,Pusat gempa di laut 92 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
25/10/2022,13:13:09,-7.896,110.4667,17,1.3,MLv,Pusat gempa di darat 13 km Tenggara Kota Yogyakarta,TIDAK,M1,D1,M1D1
25/10/2022,14:29:49,-8.975,110.2903,10,2.8,MLv,Pusat gempa di laut 118 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
25/10/2022,14:40:32,-9.15,110.1535,10,3,MLv,Pusat gempa di laut 141 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
25/10/2022,14:47:52,-9.335,113.4131,52,3.1,MLv,Pusat gempa di laut 133 km BaratDaya Jember,TIDAK,M3,D1,M3D1
25/10/2022,15:27:34,-8.895,111.3119,20,3.1,M,Pusat gempa di laut 80 km Tenggara Pacitan,TIDAK,M3,D1,M3D1
25/10/2022,17:50:16,-8.833,111.1028,15,2.7,MLv,Pusat gempa di laut 70 km Selatan Pacitan,TIDAK,M2,D1,M2D1
25/10/2022,18:30:08,-8.669,111.6523,35,3,MLv,Pusat gempa di laut 65 km BaratDaya Trenggalek,TIDAK,M2,D1,M2D1
25/10/2022,18:32:16,-8.238,111.564,112,2.7,MLv,Pusat gempa di darat 23 km BaratDaya Trenggalek,TIDAK,M2,D2,M2D2
25/10/2022,20:02:46,-8.659,110.9071,26,2.6,MLv,Pusat gempa di laut 55 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
25/10/2022,23:43:22,-8.647,111.1074,36,2.7,MLv,Pusat gempa di laut 49 km Selatan Pacitan,TIDAK,M2,D1,M2D1
26/10/2022,02:24:21,-7.951,110.505,12,1.5,MLv,Pusat gempa di darat 10 km BaratLaut Gunungkidul,TIDAK,M1,D1,M1D1
26/10/2022,02:55:04,-8.369,109.4263,43,2.6,MLv,Pusat gempa di laut 81 km BaratDaya kebumen,TIDAK,M2,D1,M2D1
26/10/2022,12:40:00,-8.762,113.6829,81,2.8,MLv,Pusat gempa di laut 65 km Selatan Jember,TIDAK,M2,D2,M2D2
26/10/2022,19:23:45,-8.457,111.385,13,2.7,MLv,Pusat gempa di laut 42 km Tenggara Pacitan,TIDAK,M2,D1,M2D1
26/10/2022,23:34:35,-8.663,111.8162,50,2.9,MLv,Pusat gempa di laut 66 km Tenggara Trenggalek,TIDAK,M2,D1,M2D1
27/10/2022,00:13:30,-8.856,111.0309,10,3,MLv,Pusat gempa di laut 73 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
27/10/2022,05:10:13,-8.831,110.5191,10,2.7,MLv,Pusat gempa di laut 94 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
27/10/2022,06:10:30,-8.267,111.585,113,2.6,MLv,Pusat gempa di darat 24 km BaratDaya Trenggalek,TIDAK,M2,D2,M2D2
27/10/2022,10:57:38,-8.921,110.2594,24,2.9,MLv,Pusat gempa di laut 113 km BaratDaya Gunungkidul,TIDAK,M2,D1,M2D1
27/10/2022,19:43:28,-8.694,110.0587,39,2.8,MLv,Pusat gempa di laut 93 km BaratDaya Kulonprogo,TIDAK,M2,D1,M2D1
27/10/2022,20:27:25,-9.705,112.3182,12,3.6,MLv,Pusat gempa di laut 179 km Tenggara Blitar,TIDAK,M3,D1,M3D1
27/10/2022,21:48:29,-8.258,112.0862,102,2.8,MLv,Pusat gempa di darat 18 km BaratDaya Blitar,TIDAK,M2,D2,M2D2
28/10/2022,01:40:33,-7.143,108.8219,3,2.7,MLv,Pusat gempa di darat 47 km BaratDaya Tegal,TIDAK,M2,D1,M2D1
28/10/2022,01:43:16,-8.305,111.0761,14,2.7,MLv,Pusat gempa di laut 11 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
28/10/2022,03:16:28,-8.765,109.5007,52,3.8,MLv,Pusat gempa di laut 122 km BaratDaya kebumen,TIDAK,M3,D1,M3D1
28/10/2022,04:10:27,-9.231,110.3118,30,3,MLv,Pusat gempa di laut 143 km BaratDaya Pacitan,TIDAK,M2,D1,M2D1
