Datetime,Latitude,Longitude,Kedalaman,Magnitude,Type,Keterangan,Dirasakan,M,D,MD
8/30/2017,-8.51,109.21,30,3.5,MLv,Pusat gempa dilaut 92 km tenggara Cilacap-Jateng,TIDAK,M3,D1,M3D1
8/31/2017,-8.59,109.12,10,3.1,MLv,Pusat gempa di laut 99 km Tenggara CILACAP-JATENG,TIDAK,M3,D1,M3D1
9/1/2017,-11.64,112.72,10,5.1,M,Pusat gempa dilaut 377 km Tenggara Kab. Malang Jawa Timur,TIDAK,M5,D1,M5D1
9/2/2017,-10.14,111.15,10,3.8,MLv,Pusat gempa di laut 217 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
9/3/2017,-8.84,113.04,99,3,MLv,Pusat gempa di laut 75 km Tenggara KAB-MALANG-JATIM,TIDAK,M2,D2,M2D2
9/4/2017,-6.1,106.3226486,90,0,,,,,,
9/5/2017,-0.8,109.6900202,90,0,,,,,,
9/6/2017,-3.4,117.9411862,90,0,,,,,,
9/7/2017,-9.44,113.92,15,3.7,MLv,Pusat gempa di laut 142 km BaratDaya JEMBRANA-BALI,TIDAK,M3,D1,M3D1
9/8/2017,-8.91,112.73,10,3.5,M,Pusat gempa diluat 74 km tenggar kab Malang,TIDAK,M3,D1,M3D1
9/9/2017,-8.65,109.76,12,3.7,MLv,Pusat di laut 101 km BaratDaya KULONPROGO-DIY,TIDAK,M3,D1,M3D1
9/10/2017,-9.44,113.5,13,3.1,MLv,Pusat gempa di laut 142 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1
9/11/2017,-0.8,119.7286815,92,0,,,,,,
9/12/2017,0.8,109.3137644,92,0,,,,,,
9/13/2017,-9.53,112.86,10,3.3,MLv,Pusat gempa di laut 144 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
9/14/2017,-8.2,109.74,10,3,M,Pusat gempa di laut 59 km Tenggara KEBUMEN-JATENG,TIDAK,M2,D1,M2D1
9/15/2017,-9.03,110.27,25,2.9,MLv,Pusat gempa di laut 117 km Barat Daya Gunung Kidul Yogyakarta,TIDAK,M2,D1,M2D1
9/16/2017,-8.63,108.85,22,3.7,MLv,Pusat gempa di laut 105 km BaratDaya CILACAP-JATENG,TIDAK,M3,D1,M3D1
9/17/2017,-9.4,113.86,10,3.3,M,Pusat gempa dilaut 137 km tenggara Jember-Jatim,TIDAK,M3,D1,M3D1
9/18/2017,-9.1,112.53,60,3.5,MLv,Pusat gempa di laut 97 km Barat Daya Kab. Malang - Jawa Timur,TIDAK,M3,D2,M3D2
9/19/2017,-3.7,107.8505893,92,0,,,,,,
9/20/2017,-9.38,113.99,9,3.5,M,Pusat gempa di laut 132 km BaratDaya JEMBRANA-BALI,TIDAK,M3,D1,M3D1
9/21/2017,-8.45,111.37,16,2.9,MLv,Pusat gempa di laut 42 km Tenggara PACITAN-JATIM,TIDAK,M2,D1,M2D1
9/22/2017,0.4,109.3837108,92,0,,,,,,
9/23/2017,-8.48,108.95,37,4.7,MLv,"Pusat gempa di laut&nbsp; 87 km BaratDaya CILACAP-JATENG dirasakan Kretek, Bantul, dan Cilacap I SIG-BMKG II MMI",YA,M4,D1,M4D1
9/24/2017,-7.78,110.52,4,2.5,MLv,Pusat gempa di darat 16 km BaratDaya KLATEN-JATENG,TIDAK,M2,D1,M2D1
9/25/2017,-7.4,116.0622152,92,0,,,,,,
9/26/2017,-9.17,113.17,10,3.4,MLv,Pusat gempa berada dilaut 114 km Tenggara Kab. Malang - Jawa Timur,TIDAK,M3,D1,M3D1
9/27/2017,-9.02,111.27,10,3.2,MLv,Pusat gempa di laut 95 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
9/28/2017,-9.03,111.21,10,3.5,MLv,Pusat gempa di laut 95 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
9/29/2017,-8.72,113.99,88,3.3,M,Pusat gempa di laut&nbsp;68 km Tenggara JEMBER-JATIM,TIDAK,M3,D2,M3D2
9/30/2017,-8.78,110.3,11,3.3,MLv,"Pusat gempa dilaut , 90 km Barat daya Gunung Kidul DIY",TIDAK,M3,D1,M3D1
10/1/2017,-1.1,108.7338204,102,0,,,,,,
10/2/2017,-9.44,112.22,10,3.3,MLv,Pusat gempa di laut&nbsp;144 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
10/3/2017,-10.15,111.34,32,3.6,MLv,Pusat gempa dilaut 220 km tenggara Pacitan-Jatim,TIDAK,M3,D1,M3D1
10/4/2017,-8.77,112,10,2.8,MLv,Pusat gempa di laut 75 km BaratDaya Blitar-Jawa Timur,TIDAK,M2,D1,M2D1
10/5/2017,-9.34,113.29,7,3.2,MLv,Pusat gempa di laut 137 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1
10/6/2017,-4.6,115.0518199,102,0,,,,,,
10/7/2017,-10.47,112.21,20,4,MLv,Pusat gempa di laut 253 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
10/8/2017,-3.9,108.4101966,102,0,,,,,,
10/9/2017,-5.1,107.0257282,102,0,,,,,,
10/10/2017,-8.83,111.24,10,3.4,MLv,Pusat gempa dilaut 73 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
10/11/2017,-10.42,112.32,10,4,MLv,"Pusat gempa di laut, 245 km Barat Daya kab. Malang Jatim",TIDAK,M3,D1,M3D1
10/12/2017,-5.3,118.3564203,10,0,,,,,,
10/13/2017,-9.3,112.81,10,3.1,MLv,Pusat gempa di laut 118 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
10/14/2017,-10.55,112.27,10,4.8,MLv,Pusat gempa di laut 261 km BaratDaya KAB-MALANG-JATIM,TIDAK,M4,D1,M4D1
10/15/2017,-10.59,111.23,10,4.1,MLv,Pusat gempa dilaut 268 km Tenggara Pacitan - Jawa Timur,TIDAK,M4,D1,M4D1
10/16/2017,-10.29,111.35,10,4,MLv,Pusat gempa dilaut 236 km tenggara Pacitan-JATIM,TIDAK,M3,D1,M3D1
10/17/2017,-8.97,110.43,10,3,MLv,Pusat gempa dilaut 106 km baratdaya Gurungkidul-DIY,TIDAK,M2,D1,M2D1
10/18/2017,-10.5,112.23,10,4.1,MLv,Pusat gempa di laut 256 km BaratDaya Malang - Jawa Timur,TIDAK,M4,D1,M4D1
10/19/2017,-7.02,111.93,9,3.8,MLv,Pusat gempa di darat 15 km TimurLaut BOJONEGORO-JATIM,TIDAK,M3,D1,M3D1
10/20/2017,-7.6,109.9586554,10,0,,,,,,
10/21/2017,-3.3,107.1269727,10,0,,,,,,
10/22/2017,-9.01,112.79,30,3,MLv,"Pusat gempa di laut, 85 km Tenggara KAB-MALANG-JATIM",TIDAK,M2,D1,M2D1
10/23/2017,-8.57,111.6,113,3.5,MLv,Pusat gempa di laut 55 km BaratDaya TRENGGALEK-JATIM,TIDAK,M3,D2,M3D2
10/24/2017,-8.59,109.22,30,3,MLv,Pusat Gempa di laut 99 km Tenggara CILACAP-JATENG,TIDAK,M2,D1,M2D1
10/25/2017,-9.75,112.91,10,5,MLv,Pusat gempa di laut 168 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1
10/26/2017,-8.38,108.99,18,4.2,MLv,"Pusat gempa di laut 75 km BaratDaya CILACAP-JATENG, Dirasakan di Cilacap I SIG-BMKG (II MMI)",YA,M4,D1,M4D1
10/27/2017,-8.89,110.87,24,3.6,MLv,Pusat gempa di laut 83 km BaratDaya Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
10/28/2017,-5.6,107.6221566,10,0,,,,,,
10/29/2017,-10.27,111.91,10,3.9,MLv,Pusat gempa dilaut 240 km Barat Daya Kab Blitar Jatim,TIDAK,M3,D1,M3D1
10/30/2017,-2.8,113.412438,10,0,,,,,,
10/31/2017,-9.15,113.04,10,4.1,MLv,Pusat gempa di laut 107 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1
11/1/2017,-9.38,113.92,10,3.7,M,"Pusat gempa di laut, 136 km Tenggara Jember Jatim",TIDAK,M3,D1,M3D1
11/2/2017,-9.47,112.85,10,3.5,MLv,Pusat gempa di laut 137 km tenggara Kab. Malang,TIDAK,M3,D1,M3D1
11/3/2017,-8.74,110.75,25,2.8,MLv,Pusat gempa di dilaut 73 km BaratDaya PACITAN JATIM,TIDAK,M2,D1,M2D1
11/4/2017,-1.1,108.7145674,112,0,,,,,,
11/5/2017,-7.8,110.54,5,1.6,MLv,Pusat gempa di darat 15 km BaratDaya KLATEN-JATENG,TIDAK,M1,D1,M1D1
11/6/2017,-7.3,107.020867,112,0,,,,,,
11/7/2017,-9.52,113.1,10,3.7,MLv,Pusat gempa di laut 101 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
11/8/2017,-7.98,113.72,9,2.2,MLv,Pusat gempa di darat 20 km BaratDaya BONDOWOSO-JATIM,TIDAK,M2,D1,M2D1
11/9/2017,-7.65,108.6,123,3.3,MLv,Pusat gempa di darat 6 km BaratLaut PANGANDARAN-JABAR,TIDAK,M3,D2,M3D2
11/10/2017,-9.4,112.85,10,4,MLv,Pusat gempa dilaut 129 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
11/11/2017,-5.1,119.4774251,11,0,,,,,,
11/12/2017,-1.2,119.1745815,11,0,,,,,,
11/13/2017,-8.94,111.84,10,3.5,MLv,Pusat gempa di laut 95 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M3,D1,M3D1
11/14/2017,-8.63,113.28,77,2.8,MLv,Pusat gempa dilaut 61 Km Tenggara Lumajang - Jawa Timur,TIDAK,M2,D2,M2D2
11/15/2017,-9.21,112.57,10,3.4,MLv,Pusat gempa dilaut 108 km baratdaya Kab.Malang-Jatim,TIDAK,M3,D1,M3D1
11/16/2017,-9.09,113.14,20,3.4,MLv,Pusat gempa di laut 105 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
11/17/2017,-1.1,110.5288731,11,0,,,,,,
11/18/2017,-8.9,110.22,10,2.9,MLv,Pusat gempa di laut 106 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1
11/19/2017,-8.74,111.58,10,3.2,MLv,Pusat gempa di laut 74 km BaratDaya TRENGGALEK-JATIM,TIDAK,M3,D1,M3D1
11/20/2017,-1.5,106.4090363,11,0,,,,,,
11/21/2017,-9.53,112.89,10,3.6,MLv,Pusat gempa di laut 144 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
11/22/2017,-10.64,112.36,20,4.1,MLv,Pusat gempa di laut 269 km BaratDaya Malang -Jawa Timur,TIDAK,M4,D1,M4D1
11/23/2017,-9.04,110.64,9,3.2,MLv,Pusat gempa di laut 108 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
11/24/2017,-8.91,110.66,11,3.3,MLv,"Pusat gempa di laut, 95 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
11/25/2017,-8.61,108.59,20,3.8,M,"Pusat gempa di laut, 103 km BaratDaya KAB-PANGANDARAN-JABAR",TIDAK,M3,D1,M3D1
11/26/2017,-9.23,113.6,23,2.9,MLv,Pusat gempa di laut 117 km BaratDaya JEMBER-JATIM,TIDAK,M2,D1,M2D1
11/27/2017,-8,113.69,4,2.7,MLv,Pusat gempa di darat 19 km BaratLaut JEMBER-JATIM,TIDAK,M2,D1,M2D1
11/28/2017,-9.18,113.32,10,3.5,MLv,Pusat gempa di laut 119 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1
11/30/2017,-9.01,111.96,43,3.4,MLv,"Pusat gempa di laut, 101 km BaratDaya KAB-BLITAR-JATIM",TIDAK,M3,D1,M3D1
12/1/2017,-9.98,113.07,10,3.7,MLv,Pusat gempa di laut 197 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/2/2017,-2.3,108.2072555,122,0,,,,,,
12/3/2017,-2.3,114.6545866,122,0,,,,,,
12/4/2017,-2.1,119.0202117,122,0,,,,,,
12/5/2017,-8.87,111.44,15,3.4,MLv,Pusat gempa di laut 85 km Tenggara Pacitan - Jawa Timur,TIDAK,M3,D1,M3D1
12/6/2017,-7.83,110.52,10,2.1,MLv,"Pusat gempa di darat, 18 km TimurLaut BANTUL-DIY",TIDAK,M2,D1,M2D1
12/7/2017,-8.19,113.8,140,3.3,MLv,Pusat gempa di laut 11 km Tenggara JEMBER-JATIM,TIDAK,M3,D2,M3D2
12/8/2017,-9.6,112.89,10,3.8,MLv,Pusat gempa dilaut 152 km Tenggara Kab Malang Jatim,TIDAK,M3,D1,M3D1
12/9/2017,-9.09,112.28,32,3.5,MLv,Pusat gempa di laut 105 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/10/2017,-9.07,111.52,10,3.6,MLv,"Pusat gempa di laut, 107 km Tenggara Kab. Pacitan - JATIM",TIDAK,M3,D1,M3D1
12/11/2017,-8.1,111.89,114,3.1,MLv,Pusat gempa di laut 8 km BaratDaya TULUNGAGUNG-JATIM,TIDAK,M3,D2,M3D2
12/12/2017,-9.66,110.56,28,2.8,MLv,Pusat gempa di laut 70 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1
12/13/2017,-9.54,113.36,10,4.1,MLv,Pusat gempa di laut 156 km BaratDaya JEMBER-JATIM,TIDAK,M4,D1,M4D1
12/14/2017,-9.17,110.37,11,3.1,MLv,Pusat gempa di laut 129 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
12/15/2017,-6.8,112.8561144,12,0,,,,,,
12/16/2017,-8.59,110.26,10,4,MLv,Pusat gempa dilaut 73 km baratdaya Gunungkidul-DIY,TIDAK,M3,D1,M3D1
12/17/2017,-8.01,113.75,10,2.5,MLv,Pusat gempa di darat 17 km BaratDaya BONDOWOSO-JATIM,TIDAK,M2,D1,M2D1
12/18/2017,0.4,107.7246791,12,0,,,,,,
12/19/2017,-4.4,108.7185655,12,0,,,,,,
12/20/2017,-0.2,112.8643248,12,0,,,,,,
12/21/2017,-10.86,111.35,30,4.7,MLv,Pusat gempa dilaut 288 km Tenggara KAB-MALANG-JATIM,TIDAK,M4,D1,M4D1
12/22/2017,-7.4,107.7281122,12,0,,,,,,
12/23/2017,-9.76,112.87,10,3.8,MLv,Pusat gempa di laut 169 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/24/2017,-9.71,112.92,10,3.4,MLv,Pusat gempa di laut 164 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/25/2017,-9.52,112.74,10,3.9,MLv,Pusat gempa di laut 142 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/26/2017,-8.51,108.55,50,3.2,MLv,Pusat gempa di laut 92 km BaratDaya KAB-PANGANDARAN-JABAR,TIDAK,M3,D1,M3D1
12/27/2017,-8.62,112.46,30,3.2,MLv,Pusat gempa di laut 50 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
12/28/2017,-9.63,112.86,11,4.7,MLv,Pusat gempa di laut 155 km Tenggara KAB.MALANG-JATIM,TIDAK,M4,D1,M4D1
12/29/2017,-8.73,111.36,15,3.2,MLv,Pusat gempa di laut 67 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
12/30/2017,-9.67,112.9,10,4,MLv,Pusat gempa di laut 159 km Tenggara Kab.Malang - Jawa Timur,TIDAK,M3,D1,M3D1
12/31/2017,-5.76,110.63,520,4.5,MLv,Pusat gempa di laut 90 km BaratLaut JEPARA-JATENG,TIDAK,M4,D3,M4D3
1/1/2018,-3.9,108.3424287,10,0,,,,,,
1/2/2018,-6.9,108.3684351,10,0,,,,,,
1/3/2018,-8.39,110.69,10,3.1,MLv,"Pusat gempa di laut, 40 km Tenggara GUNUNGKIDUL-DIY",TIDAK,M3,D1,M3D1
1/4/2018,-9.27,113.48,10,3.4,MLv,"
	di laut 124 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
1/5/2018,-8.89,111.04,10,3.4,MLv,"
	di laut 79 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
1/6/2018,-9.2,110.53,10,3.8,MLv,"
	Pusat gempa di laut 130 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
1/7/2018,0.1,118.4293724,10,0,,,,,,
1/8/2018,-3,118.6781115,10,0,,,,,,
1/9/2018,-10.44,112.18,10,4,MLv,"
	Pusat gempa dilaut 251 km baratdaya Kab. Malang-Jatim
",TIDAK,M3,D1,M3D1
1/10/2018,-8.62,108.69,10,3.1,MLv,"
	Pusat gempa di laut 104 km Tenggara Kab. Pangandaran - JABAR
",TIDAK,M3,D1,M3D1
1/11/2018,-7.3,108.7695147,12,0,,,,,,
1/12/2018,-7.5,116.0839135,12,0,,,,,,
1/13/2018,-8.44,109.07,10,3.4,MLv,"
	Pusat gempa di laut 82 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1
1/14/2018,-3.1,119.7925104,12,0,,,,,,
1/15/2018,-4.2,117.3231349,12,0,,,,,,
1/16/2018,-4.3,118.5914847,12,0,,,,,,
1/17/2018,-8.87,111.09,10,3,MLv,"
	Pusat gempa di laut 76 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
1/18/2018,-9.16,110.52,10,3.2,MLv,"
	Pusat gempa di laut 125 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
1/19/2018,-7.3,111.497454,12,0,,,,,,
1/20/2018,-3.1,107.7426946,12,0,,,,,,
1/21/2018,-9.47,108.76,23,4.2,MLv,"
	Pusat gempa di laut 198 km Tenggara KAB-PANGANDARAN-JABAR
",TIDAK,M4,D1,M4D1
1/22/2018,-9.13,110.08,10,4.5,MLv,"
	Pusat gempa di laut 135 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1
1/23/2018,-8.91,111.18,10,3.9,MLv,"
	Pusat gempa di laut 81 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
1/24/2018,0.7,117.6633891,12,0,,,,,,
1/25/2018,-1.2,119.1160471,12,0,,,,,,
1/26/2018,-8.89,110.45,10,3.3,MLv,"
	Pusat gempa di laut 97 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
1/27/2018,-6.7,117.8039291,12,0,,,,,,
1/28/2018,-1,108.7387775,12,0,,,,,,
1/29/2018,-2.5,116.0807531,12,0,,,,,,
1/30/2018,-4.8,112.4369832,12,0,,,,,,
1/31/2018,-7.5,116.372921,12,0,,,,,,
2/1/2018,-3,109.3711475,20,0,,,,,,
2/2/2018,-9.31,114,12,3,MLv,Pusat gempa di laut 125 km BaratDaya Jembrana-Bali,TIDAK,M2,D1,M2D1
2/3/2018,-9.37,112.87,30,3.5,MLv,di laut 126 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
2/4/2018,-9.31,112.58,14,3.3,MLv,Pusat gempa d laut 119 km BaratDaya KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
2/5/2018,-7.9,114.7523654,20,0,,,,,,
2/6/2018,-3.8,110.1519843,20,0,,,,,,
2/7/2018,-10.44,113.28,10,3.5,MLv,Pusat gempa berada di laut 252 km Tenggara Kab.Malang - Jawa Timur,TIDAK,M3,D1,M3D1
2/8/2018,-8.95,113.29,10,3.5,MLv,di laut 96 km Tenggara LUMAJANG-JATIM,TIDAK,M3,D1,M3D1
2/9/2018,-8.91,113.65,10,4,MLv,Pusat gempa di laut 82 km BaratDaya JEMBER-JATIM,TIDAK,M3,D1,M3D1
2/10/2018,-8.93,110.55,10,3.5,MLv,Dilaut 100 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
2/11/2018,-8.42,111.61,109,3.5,MLv,Pusat gempa di laut 38 km Barat Daya Trenggalek - Jawa Timur,TIDAK,M3,D2,M3D2
2/12/2018,-9.14,110.2,10,3.9,MLv,Pusat gempa di laut 125 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M3,D1,M3D1
2/13/2018,-9.26,112.83,10,3.5,MLv,Pusat gempa di laut 113 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
2/14/2018,-3.6,113.4627372,22,0,,,,,,
2/15/2018,-9.06,113.05,30,3.4,MLv,Pusat gempa di laut 98 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
2/16/2018,-9.64,112.9,10,3.4,MLv,Pusat gempa di laut 156 km Tenggara KAB-MALANG-JATIM,TIDAK,M3,D1,M3D1
2/17/2018,-8.82,111.51,28,3.1,MLv,Pusat gempa di laut 84 km Barat Daya Trenggalek - Jawa Timur,TIDAK,M3,D1,M3D1
2/18/2018,-8.8,111.4,16,3.1,MLv,Pusat gempa dilaut 76 km tenggara Pacitan-Jatim,TIDAK,M3,D1,M3D1
2/19/2018,-3.8,106.9965274,22,0,,,,,,
2/20/2018,-9.31,114,10,2.7,MLv,Pusat gempa di laut 125 km BaratDaya JEMBRANA-BALI,TIDAK,M2,D1,M2D1
2/21/2018,-8.98,112.8,23,3.1,MLv,"Pusat gempa di laut 82 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
2/22/2018,-8.96,111.21,10,2.8,MLv,Pusat gempa dilaut 87 km tenggara Pacitan-Jatim,TIDAK,M2,D1,M2D1
2/23/2018,-9.28,110.69,12,3.3,MLv,di laut 130 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
2/24/2018,-7.08,113.19,13,2.6,MLv,Pusat gempa di darat 11 km BaratLaut SAMPANG-JATIM,TIDAK,M2,D1,M2D1
2/25/2018,-8.19,109.02,59,3,MLv,Pusat gempa di laut 54 km BaratDaya CILACAP-JATENG,TIDAK,M2,D1,M2D1
2/26/2018,-3.3,107.4671539,22,0,,,,,,
2/27/2018,-2,106.0959205,22,0,,,,,,
2/28/2018,-7.18,113.33,18,2.8,M,Pusat gempa di darat 8 km Tenggara SAMPANG-JATIM,TIDAK,M2,D1,M2D1
3/1/2018,-3,107.977761,30,0,,,,,,
3/2/2018,-9.33,112.64,10,3.4,MLv,Pusat gempa di laut 121 km Barat Daya Kab.Malang - Jawa Timur,TIDAK,M3,D1,M3D1
3/3/2018,-8.8,111.01,9,2.8,MLv,Pusat gempa di laut 69 km BaratDaya PACITAN-JATIM,TIDAK,M2,D1,M2D1
3/4/2018,-9.46,112.01,10,3.5,MLv,Pusat gempa dilaut 149 km BaratDaya Blitar- Jawa Timur,TIDAK,M3,D1,M3D1
3/5/2018,-9.12,111.29,15,3.2,MLv,Pusat gempa di laut 106 km Tenggara PACITAN-JATIM,TIDAK,M3,D1,M3D1
3/6/2018,-9.32,110.66,10,3.2,MLv,Pusat gempa di laut 136 km BaratDaya PACITAN-JATIM,TIDAK,M3,D1,M3D1
3/7/2018,-9.12,112.43,16,3.5,MLv,"
	Pusat gempa di laut 102 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
3/8/2018,-8.27,109.75,109,2.8,MLv,"
	Pusat gempa di laut 66 km BaratDaya PURWOREJO-JATENG
",TIDAK,M2,D2,M2D2
3/9/2018,-9.46,112.87,10,4.2,MLv,"
	Pusat gepa di laut 136 km Tenggara KAB-MALANG-JATIM
",TIDAK,M4,D1,M4D1
3/10/2018,-9.1,110.55,10,3.3,MLv,"
	Pusat gempa di laut 119 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
3/11/2018,-9.23,110.54,10,2.7,MLv,"
	Pusat gempa di laut 132 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
3/12/2018,-9.19,112.5,36,3,MLv,Pusat gempa di laut 108 km barat daya kab. Malang Jawa Timur,TIDAK,M2,D1,M2D1
3/13/2018,-9.48,112.5,10,3.1,MLv,"
	Pusat gempa di laut, 139 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
3/14/2018,-4.3,108.8913018,32,0,,,,,,
3/15/2018,-9.44,112.75,10,3.3,MLv,"
	Pusat gempa di laut 133 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
3/16/2018,-9.23,112.41,10,3.3,MLv,"
	Pusat gempa di laut 114 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
3/17/2018,-8.85,112.83,30,2.9,MLv,"
	Pusat gempa di laut 68 km Tenggara KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
3/18/2018,-9.89,113.93,10,3.5,MLv,"
	Pusat gempa di laut 186 km Barat Daya Jembrana Bali
",TIDAK,M3,D1,M3D1
3/19/2018,-5.6,116.0656437,32,0,,,,,,
3/20/2018,-9.18,112.54,10,3.1,MLv,"
	Pusat gempa di laut 106 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
3/21/2018,-9,111.13,60,3.7,MLv,"
	Pusat gempa di laut 91 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
3/22/2018,-8.92,112.12,30,3.4,MLv,"
	Pusat gempa di laut 88 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1
3/23/2018,-8.48,110.79,17,2.8,MLv,"
	Pusat gempa di laut 48 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
3/24/2018,-7.32,108.9,215,3.8,MLv,"
	Pusat gempa di darat 32 km BaratLaut BANYUMAS-JATENG
",TIDAK,M3,D2,M3D2
3/25/2018,-8.05,110.46,10,2.7,MLv,"
	Pusat gempa di darat 17 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
3/26/2018,-8.87,111.3,10,2.9,MLv,"
	Pusat gempa di laut 79 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1
3/27/2018,-7.5,119.5147018,32,0,,,,,,
3/28/2018,0.4,109.4928489,32,0,,,,,,
3/29/2018,-7.6,119.676187,32,0,,,,,,
3/30/2018,-9.15,108.73,35,3.7,MLv,Pusat gempa dilaut 163 km tenggara Kab. Pangandaran-Jabar,TIDAK,M3,D1,M3D1
3/31/2018,-8.88,110.69,10,4,MLv,"
	Pusat gempa di laut 90 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
4/1/2018,-9.06,111.35,10,4.4,MLv,"
	Pusat gempa di laut 101 km Tenggara PACITAN-JATIM
",TIDAK,M4,D1,M4D1
4/2/2018,-8.61,108.99,78,3.3,MLv,"
	Pusat gempa di laut101 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D2,M3D2
4/3/2018,-7.88,112.48,10,3.2,MLv,"
	Pusat gempa didarat 5 km baratlaut Batu-Jatim
",TIDAK,M3,D1,M3D1
4/4/2018,-9.27,111.99,35,2.9,MLv,"
	Pusat gempa di laut 129km barat daya kab Blitar Jatim
",TIDAK,M2,D1,M2D1
4/5/2018,-8.37,112.43,6,3.2,MLv,"
	Pusat gempa di darat 34 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
4/6/2018,-3.6,111.4256504,40,0,,,,,,
4/7/2018,-6.9,114.5297383,40,0,,,,,,
4/8/2018,-8.68,110.36,25,3.4,MLv,"
	Pusat gempa di laut, 77 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
4/9/2018,-6.8,118.2440495,40,0,,,,,,
4/10/2018,-8.71,112.41,20,2.7,MLv,"
	Pusat gempa dilaut&nbsp; 62 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
