Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD,No
8/12/2021,05:29:21,-9.198,109.82729,10,3.4,MLv,"
	Pusat gempa di laut 155 km BaratDaya BANTUL - DIY
",TIDAK,M3,D1,M3D1,1677
8/13/2021,00:51:13,-8.966,109.20038,23,3.2,,"
	Pusat gempa di laut 139 km Tenggara Cilacap - JATENG
",TIDAK,M3,D1,M3D1,1678
8/14/2021,22:36:03,-8.269,111.51057,59,2.8,MLv,"
	Pusat gempa di darat, 30 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1679
8/15/2021,02:23:13,-8.52,111.40456,11,3.1,MLv,"
	Pusat gempa di laut&nbsp;50 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1680
8/16/2021,05:41:17,-8.81,112.11,30,3.7,MLv,"
	Pusat gempa dilaut 75 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1681
8/17/2021,11:04:46,-8.3,110.29109,24,2.2,MLv,"
	Pusat gempa dilaut 44 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1,1682
8/18/2021,07:36:55,-8.677,110.08015,10,2.8,MLv,"
	Pusat gempa di laut 91 km BaratDaya BANTUL - DIY
",TIDAK,M2,D1,M2D1,1683
8/19/2021,05:32:35,-8.709,110.56994,28,2.9,MLv,"
	Pusat gempa di laut 79 km BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1684
8/20/2021,16:35:24,-8.38,111.09656,9,3.3,MLv,"
	Pusat genpa di laut 73 km BaratDaya Pacitan Jatim
",TIDAK,M3,D1,M3D1,1685
8/21/2021,17:35:24,-2.0,113.2794565,82,0,,,,,,,1686
8/22/2021,03:58:41,-7.966,110.43906,12,2.1,MLv,"
	Pusat gempa di laut, 11 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1,1687
8/23/2021,13:19:55,-8.82,110.72,30,3.2,MLv,"
	Pusat gempa di laut 83 km Barat daya Pacitan Jatim
",TIDAK,M3,D1,M3D1,1688
8/24/2021,14:19:55,-1.0,109.5862641,82,0,,,,,,,1689
8/25/2021,18:28:39,-8.66,113.1596,34,3.4,MLv,"
	Pusat gempa di laut, 59 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1,1690
8/26/2021,19:28:39,-6.9,119.9814646,82,0,,,,,,,1691
8/27/2021,07:52:40,-9.114,112.41124,25,3.3,MLv,"
	Dilaut 109 Km Barat Daya Malang - Jatim
",TIDAK,M3,D1,M3D1,1692
8/28/2021,08:52:40,-4.3,113.8910735,82,0,,,,,,,1693
8/29/2021,22:56:20,-8.808,111.40501,30,3,MLv,"
	Pusat gempa dilaut 77 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1694
8/30/2021,08:22:12,-9.14,112.3815,10,3.6,MLv,"
	Pusat gempa dilaut 113 Km Barat Daya Kab. Malang - Jatim
",TIDAK,M3,D1,M3D1,1695
8/31/2021,10:11:29,-9.45,110.30782,10,3.2,MLv,"
	Pusat gemap di laut 165 km BaratDaya Gunungkidul - DIY
",TIDAK,M3,D1,M3D1,1696
9/1/2021,12:55:33,-9.337,113.25099,12,4,,"
	Pusat gempa di laut 133 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1697
9/2/2021,13:55:33,-4.3,116.6543409,90,0,,,,,,,1698
9/3/2021,07:28:59,-9.536,113.05478,10,4.8,M,"
	Pusat gempa di laut 157 km BaratDaya Lumajang Jatim
",TIDAK,M4,D1,M4D1,1699
9/4/2021,03:49:24,-8.667,110.036,10,3.1,MLv,"
	Pusat gempa dilaut 92 Km Barat Daya Bantul-DIY
",TIDAK,M3,D1,M3D1,1700
9/5/2021,04:49:24,-4.3,110.6239096,90,0,,,,,,,1701
9/6/2021,13:09:04,-8.758,110.90934,27,2.6,MLv,"
	Pusat gempa dilaut 67 km BaratDaya Pacitan - Jatim
",TIDAK,M2,D1,M2D1,1702
9/7/2021,10:18:01,-7.95,110.48927,12,2,M,"
	Pusat gempa didarat, 14 Km BaratLaut Gunungkidul DIY
",TIDAK,M1,D1,M1D1,1703
9/8/2021,03:25:34,-10.13,113.16511,21,4.1,MLv,"
	Pusat gempa dilaut, 221 Km BaratDaya Jember Jatim
",TIDAK,M4,D1,M4D1,1704
9/9/2021,09:20:42,-8.941,109.88725,21,3.1,MLv,"
	Pusat gempa dilaut 126 km BaratDaya Bantul - DIY
",TIDAK,M3,D1,M3D1,1705
9/10/2021,06:52:55,-8.826,112.67659,11,3.6,MLv,"
	Pusat gempa dilaut 77 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1706
9/11/2021,23:32:43,-10.71,112.21568,10,4.4,MLv,"
	Pusat gempa di laut 286 km Tenggara BLITAR - JATIM
",TIDAK,M4,D1,M4D1,1707
9/12/2021,22:07:04,-8.379,110.67562,14,2.3,MLv,"
	Pusat gempa di laut 43 km Tenggara Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1708
9/13/2021,00:46:33,-8.74,111.75439,10,2.9,MLv,"
	Pusat gempa di laut, 72 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1,1709
9/14/2021,01:49:15,-8.567,108.89388,10,3.7,MLv,"
	Pusat gempa di laut 94 km BaratDaya CILACAP - JATENG
",TIDAK,M3,D1,M3D1,1710
9/15/2021,02:49:15,-4.1,114.8917795,92,0,,,,,,,1711
9/16/2021,03:49:15,-4.1,110.5935218,92,0,,,,,,,1712
9/17/2021,04:49:15,-4.4,108.7254055,92,0,,,,,,,1713
9/18/2021,09:03:34,-8.708,110.17534,11,3.1,MLv,"
	Pusat gempa di laut, 91 km BaratDaya Bantul-DIY
",TIDAK,M3,D1,M3D1,1714
9/19/2021,07:35:24,-9.268,113.49619,29,3.6,MLv,"
	Pusat gempa di laut 120 km BaratDaya Jember - Jatim
",TIDAK,M3,D1,M3D1,1715
9/20/2021,12:21:06,-9.32,113.49366,10,3.6,MLv,"
	Pusat gempa di laut 126 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1716
9/21/2021,00:28:59,-7.358,111.60394,235,3.1,MLv,"
	Pusat gempa didarat, 17 Km Timurlaut, Ngawi Jatim

	&nbsp;
",TIDAK,M3,D2,M3D2,1717
9/22/2021,11:42:03,-9.325,113.92815,18,3.6,MLv,"
	Pusat gempa dilaut 129 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1718
9/23/2021,14:10:54,-8.68,110.90336,10,3.1,MLv,"
	Pusat gempa di laut 60 km BaratDaya Pacitan - Jatim
",TIDAK,M3,D1,M3D1,1719
9/24/2021,15:10:54,-7.6,106.0551577,92,0,,,,,,,1720
9/25/2021,03:57:19,-8.975,112.94466,84,3.3,MLv,"
	Pusat gempa di laut, 98 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D2,M3D2,1721
9/26/2021,01:40:11,-7.151,109.00675,9,3,MLv,"
	Pusat gempa di darat 21 km BaratDaya KAB-TEGAL-JATENG
",TIDAK,M2,D1,M2D1,1722
9/27/2021,02:40:11,-2.0,113.946313,92,0,,,,,,,1723
9/28/2021,03:30:43,-7.03,109.68,31,2.2,MLv,"
	Pusat gempa di darat 11 km Selatan BATANG-JATENG dirasakan di Dieng II MMI
",YA,M2,D1,M2D1,1724
9/29/2021,15:59:36,-8.79,113.65,10,3.5,MLv,"
	Pusat gempa di laut 66 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1725
9/30/2021,08:36:47,-8.78,110.34,7,3.2,M,"
	Pusat gempa di laut 92 km Baratdaya Gunung kidul DIY
",TIDAK,M3,D1,M3D1,1726
10/1/2021,18:46:16,-10.52,110.245,10,3.9,MLv,"
	Pusat gempa di laut 277 Barat Daya Pacitan Jatim
",TIDAK,M3,D1,M3D1,1727
10/2/2021,07:36:27,-8.046,110.34528,17,2.6,MLv,"
	Pusat gempa di laut 16 km BaratDaya BANTUL-DIY
",TIDAK,M2,D1,M2D1,1728
10/3/2021,02:30:54,-8.38,110.76,16,2.8,MLv,"
	Pusat gempa dilaut 44 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1729
10/4/2021,01:42:02,-6.958,111.89162,34,3.2,MLv,"
	Pusat gempa di datar 16 km BaratDaya TUBAN - JATIM
",TIDAK,M3,D1,M3D1,1730
10/5/2021,02:42:02,-4.9,111.5435996,102,0,,,,,,,1731
10/6/2021,09:05:16,-8.65,110.23,17,2.7,MLv,"
	dilaut 83 Km Barat Daya Bantul-DIY
",TIDAK,M2,D1,M2D1,1732
10/7/2021,03:27:53,-8.458,109.82735,45,3.3,MLv,"
	Pusat gempa di laut, 80 km BaratDaya KULONPROGO-DIY
",TIDAK,M3,D1,M3D1,1733
10/8/2021,10:50:49,-7.178,108.94666,6,3.3,MLv,"Pusat gempa didarat 28 km BaratDaya Kab Tegal - Jateng, dirasakan di Brebes II MMI",YA,M3,D1,M3D1,1734
10/9/2021,11:50:49,-3.2,117.8851069,102,0,,,,,,,1735
10/10/2021,12:27:22,-9.236,110.39376,10,3.6,MLv,"
	Pusat gempa di laut 140 km BaratDaya GUNUNGKIDUL - YOGYAKARTA
",TIDAK,M3,D1,M3D1,1736
10/11/2021,13:27:22,-5.5,109.9974332,10,0,,,,,,,1737
10/12/2021,05:00:47,-8.87,110.97,55,4.8,M,"Pusat gempa 78 km BaratDaya PACITAN-JATIM dirasakan di Pacitan, Wonogiri, Treggalek, Gunungkidul III MMI , Bantul, Yogyakarta II MMI",YA,M4,D1,M4D1,1738
10/13/2021,01:00:12,-8.249,108.72788,80,2.9,M,"
	Pusat gempa di laut&nbsp;65 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D2,M2D2,1739
10/14/2021,12:23:24,-10.74,113.07041,30,4.4,MLv,"
	Pusat gempa dilaut, 289 Barat Daya Jember Jawa Timur
",TIDAK,M4,D1,M4D1,1740
10/15/2021,05:37:47,-8.407,110.79781,15,2.4,MLv,"
	Pusat gempa di Laut 42 km BaratDaya Pacitan - Jatim
",TIDAK,M2,D1,M2D1,1741
10/16/2021,04:00:05,-8.385,110.50986,19,2.6,MLv,Pusat gempa di laut 44 km BaratDaya GUNUNGKIDUL-DIY,TIDAK,M2,D1,M2D1,1742
10/17/2021,07:14:39,-8.942,111.39156,10,2.9,MLv,"
	Pusat gempa di laut 90 km Tenggara PACITAN JATIM
",TIDAK,M2,D1,M2D1,1743
10/18/2021,21:17:50,-8.725,109.1686,10,3.4,MLv,"
	Pusat gempa di laut 112 km Tenggara Cilacap - Jateng
",TIDAK,M3,D1,M3D1,1744
10/19/2021,10:39:26,-8.795,110.93465,11,2.4,MLv,"
	Pusat gempa di laut, 71 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1745
10/20/2021,02:21:15,-8.922,112.49993,37,5.3,M,"
	Pusat gempa di laut 87 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M5,D1,M5D1,1746
10/21/2021,03:21:15,-4.5,117.8358156,10,0,,,,,,,1747
10/22/2021,02:34:45,-7.253,110.40529,9,3,MLv,"
	Pusat gempa didarat 13 km BaratLaut Kota Salatiga - Jateng, dirasakan di Ambarawa II MMI
",YA,M2,D1,M2D1,1748
10/23/2021,00:24:35,-8.63,112.13387,10,3.3,MLv,"
	Pusat gempa di laut 52 km BaratDaya BLITAR - JATIM
",TIDAK,M3,D1,M3D1,1749
10/24/2021,02:21:02,-8.962,110.90389,9,2.8,MLv,"
	Pusat gempa di laut, 89 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1750
10/25/2021,20:48:37,-8.883,110.96691,14,2.6,MLv,"
	Pusat gempa di laut 74 km BaratDaya Pacitan - Jatim
",TIDAK,M2,D1,M2D1,1751
10/26/2021,04:17:35,-8.902,110.89169,10,4.4,MLv,"
	Pusat gempa di laut 83 km BaratDaya Pacitan-Jatim
",TIDAK,M4,D1,M4D1,1752
10/27/2021,00:20:44,-7.197,110.45197,10,3,MLv,"
	Pusat gempa didarat 9 Km Tenggara Kab Semarang - Semarang
",TIDAK,M2,D1,M2D1,1753
10/28/2021,13:50:27,-8.47,113.43,10,3.3,MLv,"
	Pusat gempa dilaut 38 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1754
10/29/2021,08:06:27,-8.91,111.01,10,2.9,MLv,"
	Pusat gempa dilaut 81 km BaratDaya Pacitan
",TIDAK,M2,D1,M2D1,1755
10/30/2021,10:05:50,-8.37,110.53,21,2.3,MLv,"
	Pusat gempa di laut 42 km BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1756
10/31/2021,00:46:35,-7.72,111.19,14,2.9,MLv,"
	Pusat gempa di darat, 18 km BaratDaya MAGETAN-JATIM
",TIDAK,M2,D1,M2D1,1757
11/1/2021,06:54:11,-9.1,110.54,14,3,MLv,"
	Pusat gempa dilaut, 120 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1758
11/2/2021,13:42:03,-8.1,111.05,72,2.5,MLv,"
	Pusat gempa didarat 10 km BaratLaut Pacitan Jatim
",TIDAK,M2,D2,M2D2,1759
11/3/2021,00:10:10,-8.84,110.11,10,3,MLv,"
	Pusat gempa di laut 107 km BaratDaya Bantul - DIY
",TIDAK,M2,D1,M2D1,1760
11/4/2021,02:00:53,-7.35,110.49,15,3,MLv,"
	Pusat gempa di darat 2 km BaratDaya KOTA-SALATIGA-JATENG dirasakan di Ambarawa dan sekitarnya II MMI
",YA,M2,D1,M2D1,1761
11/5/2021,01:13:42,-8.89,111.6,15,3.2,MLv,"
	pusat gempa dilaut 90 km baratdaya&nbsp; Trenggalek Jatim
",TIDAK,M3,D1,M3D1,1762
11/6/2021,07:49:24,-7.94,110.49,21,1.6,MLv,"
	Pusat gempa di darat 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1763
11/7/2021,08:49:24,-4.2,116.274691,112,0,,,,,,,1764
11/8/2021,01:54:19,-8.95,110.44,10,2.6,MLv,"
	Pusat gempa di laut 107 km BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1765
11/9/2021,08:51:46,-6.61,113.91,16,2.9,MLv,"
	Pusat gempa di laut 35 km TimurLaut SUMENEP - JATIM
",TIDAK,M2,D1,M2D1,1766
11/10/2021,07:29:47,-8.75,110.35,19,3.6,MLv,"
	Pusat gempa dilaut 88 km barat daya Gunung Kidul&nbsp;
",TIDAK,M3,D1,M3D1,1767
11/11/2021,02:27:35,-8.57,112.51,10,3.3,MLv,"
	Pusat gempa di laut 48 km BaratDaya KAB. MALANG-JATIM
",TIDAK,M3,D1,M3D1,1768
11/12/2021,00:29:42,-8.98,109.91,10,2.9,MLv,"
	Pusat Gempa dilaut 129 km BaratDaya Bnatul - DIY
",TIDAK,M2,D1,M2D1,1769
11/13/2021,08:37:24,-10.21,113.12,30,3.6,MLv,"
	Pusat gempa di laut 231 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1770
11/14/2021,01:14:11,-8.44,108.89,10,2.8,MLv,"
	Pusat gempa dilaut 80 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1,1771
11/15/2021,04:09:20,-8,110.01,131,3.6,M,"
	Pusatgempa dilaut 19 Km Barat Daya Wates
",TIDAK,M3,D2,M3D2,1772
11/16/2021,02:35:26,-8.77,111.41,15,2.6,MLv,"
	Pusat gempa di laut 73 km Tenggara pacitan-Jatim
",TIDAK,M2,D1,M2D1,1773
11/17/2021,08:28:00,-8,110.59,4,1.1,MLv,"
	Pusat gempa didarat 2 Km BaratDaya GunungKidul - DIY
",TIDAK,M1,D1,M1D1,1774
11/18/2021,06:41:58,-8.79,110.25,23,2.5,MLv,"
	Pusat gempa dilaut 97 km BaratDaya Gunungkiidul - DIY
",TIDAK,M2,D1,M2D1,1775
11/19/2021,04:04:44,-8.96,111.19,16,3.1,MLv,"
	Pusat gempa di laut 87 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1,1776
11/20/2021,14:17:40,-8.24,111.59,110,2.9,MLv,"
	Pusat gempa di darat 21 km BaratDaya TRENGGGALEK - JATIM
",TIDAK,M2,D2,M2D2,1777
11/21/2021,09:25:05,-8.92,110.48,14,2.8,MLv,"
	Pusat gempa di laut 103 km BaratDaya Gunungkidul-DIY
",TIDAK,M2,D1,M2D1,1778
11/22/2021,15:40:54,-10.69,110.31,10,4,MLv,"
	Pusat gempa di laut 292 km BaratDaya Pacitan-Jatim
",TIDAK,M3,D1,M3D1,1779
11/23/2021,01:44:19,-9.85,113.86,7,3.3,MLv,"
	Pusat gempa di laut 155 km Tenggara Jember - Jatim&nbsp;
",TIDAK,M3,D1,M3D1,1780
11/24/2021,06:48:44,-7.39,109.16,193,3.1,MLv,"
	Pusat gempa di darat 8 km BaratLaut BANYUMAS - JATENG
",TIDAK,M3,D2,M3D2,1781
11/25/2021,15:26:35,-8.95,110.85,38,3.3,MLv,"
	Pusat gempa di laut 90 km BaratDaya PACITAN - JATIM
",TIDAK,M3,D1,M3D1,1782
11/26/2021,10:12:48,-8.19,110.25,19,2.6,M,"
	Pusat gempa dilaut 33 Km Barat Daya Bantul - DIY
",TIDAK,M2,D1,M2D1,1783
11/27/2021,17:34:55,-8,111.02,75,2.1,MLv,"
	Pusat gempa didarat 15 Km Barat Daya Jatiroto
",TIDAK,M2,D2,M2D2,1784
11/28/2021,02:27:31,-9.33,110.18,10,2.9,MLv,"
	Pusat gempa di laut 156 k BaratDaya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1,1785
11/29/2021,00:58:02,-8.7,110.39,5,2.4,MLv,"
	Pusat gempa dilaut 82 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1786
11/30/2021,04:05:28,-9.36,108.6,10,3.3,MLv,"
	Pusat gempa dilaut 184 Km Tenggara Kab.Pangandaran - JABAR
",TIDAK,M3,D1,M3D1,1787
12/1/2021,03:43:13,-7.99,110.51,9,1.8,MLv,"
	Pusat gempa di darat 11 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1788
12/2/2021,11:30:10,-8.75,110.91,26,2.8,MLv,"
	Pusat gempa dilaut, 67 km BaratDaya Pacitan Jatim
",TIDAK,M2,D1,M2D1,1789
12/3/2021,05:44:52,-9.12,110.31,10,3.9,MLv,"
	Pusat gempa di laut, 129 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1,1790
12/4/2021,06:44:52,-0.1,115.999507,122,0,,,,,,,1791
12/5/2021,12:33:09,-8.73,110.83,22,3.1,MLv,"
	Pusat gempa di laut, 68 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1,1792
12/6/2021,13:33:09,-7.6,114.0524983,122,0,,,,,,,1793
12/7/2021,00:11:02,-9.24,112.9,25,3.4,MLv,"
	Pusat gempa di laut 127 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1,1794
12/8/2021,23:07:36,-9.32,113.5,10,4.6,MLv,"
	Pusat gempa dilaut 125 Km BaratDaya Jember - Jatim
",TIDAK,M4,D1,M4D1,1795
12/9/2021,00:24:39,-8.83,111.47,9,2.9,MLv,"
	Pusat gepa dilaut 82 Km Tenggara Pacitan - JATIM
",TIDAK,M2,D1,M2D1,1796
12/10/2021,01:24:39,-7.5,113.1980501,12,0,,,,,,,1797
12/11/2021,09:35:32,-7.98,110.51,15,1.7,MLv,"
	Pusat gempa di darat&nbsp; 11 km BaratLaut Gunungkidul
",TIDAK,M1,D1,M1D1,1798
12/12/2021,00:02:59,-8.06,110.56,10,1.4,MLv,"
	Pusat gempa di darat 9 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1799
12/13/2021,00:58:18,-7.94,110.46,18,1.8,MLv,"
	Pusat gempa di darat 12 km Tenggara Bantul-DIY
",TIDAK,M1,D1,M1D1,1800
12/14/2021,04:45:50,-7.05,111.89,13,3.2,MLv,"
	Pusat gempa di darat 11 km TimurLaut BOJONEGORO - JATIM
",TIDAK,M3,D1,M3D1,1801
12/15/2021,02:18:20,-8.74,109.61,15,2.9,M,"
	Pusat gempa di laut, 119 km BaratDaya KEBUMEN-JATENG
",TIDAK,M2,D1,M2D1,1802
12/16/2021,06:06:26,-8.85,110.96,17,3.6,MLv,"
	Pusat gempa dilaut, 76 Km BaratDaya Pacitan Jatim
",TIDAK,M3,D1,M3D1,1803
12/17/2021,05:16:12,-8.41,110.66,15,2.4,MLv,"
	Pusat Gempa di laut,&nbsp;46 km Tenggara GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1804
12/18/2021,00:13:26,-8.39,110.67,21,2.5,MLv,"
	Pusat gempa di laut 44 km Tenggara GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1,1805
12/19/2021,16:35:34,-8.87,112.46,44,3.3,MLv,"
	Pusat gempa di laur 82 km BaratDaya Kab-Malang-Jatim
",TIDAK,M3,D1,M3D1,1806
12/20/2021,01:22:36,-8.8,111.75,24,3.2,MLv,"
	Pusat gempa di laut, 79 km Tenggara TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1,1807
12/21/2021,12:04:36,-11.05,111.89,10,4.7,M,"
	Pusat gempa laut, 326 BaratDaya Blitar Jatim
",TIDAK,M4,D1,M4D1,1808
12/22/2021,04:21:59,-8.50375,113.4626,10,3.4,MLv,"
	Pusat gempa di laut 39 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1,1809
12/23/2021,02:29:13,-8.40257,110.47002,20,2.9,MLv,"
	Pusat Gempa di Laut, 47 km Baratdaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1810
12/24/2021,03:31:39,-7.34938,109.19505,222,3,MLv,"
	Pusat gempa di darat 8 km BaratLaut Banyumas-Jateng
",TIDAK,M2,D2,M2D2,1811
12/25/2021,11:12:53,-9.04,113.15,33,3.3,MLv,"
	Pusat gempa di laut, 101 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1,1812
12/26/2021,05:55:38,-8.53556,112.32379,115,3.2,MLv,"
	Pusat gempa di laut 46 km Tenggara KAB-BLITAR-JATIM
",TIDAK,M3,D2,M3D2,1813
12/27/2021,14:18:06,-8.86,110.78,71,3.2,MLv,"
	Pusat gempa dilaut, 83 km BaratDaya Pacitan Jatim
",TIDAK,M3,D2,M3D2,1814
12/28/2021,06:47:54,-8.40255,109.05543,19,3.5,MLv,"
	Pusat gempa di laut 75 km Tenggara Cilacap - Jateng
",TIDAK,M3,D1,M3D1,1815
12/29/2021,03:50:42,-8.97321,110.40574,26,2.8,MLv,"
	Pusat gempa dilaut 110 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1,1816
12/30/2021,12:54:55,-8.84459,109.98402,8,2.9,MLv,"
	Pusat gempa dilaut 112 km Barat Daya Bantul DIY
",TIDAK,M2,D1,M2D1,1817
12/31/2021,20:58:13,-7.22936,109.92445,251,3.2,M,"
	Pusat gempa didarat, 15 km Timurlaut Wonosobo Jateng
",TIDAK,M3,D2,M3D2,1818
1/1/2022,03:39:15,-9.43334,112.26441,9,3.6,MLv,"
	Pusat gempa di laut 144 km Tenggara BLITAR - JATIM
",TIDAK,M3,D1,M3D1,1819
1/2/2022,04:39:15,-3.2,109.0915074,10,0,,,,,,,1820
1/3/2022,06:10:16,-8.90822,111.90333,20,3.1,MLv,"
	Pusat gempa dilaut 92 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1,1821
1/4/2022,23:50:39,-7.99967,111.26318,16,2.7,MLv,"
	pusat gempa di darat 26 km TimurLaut PACITAN - JATIM
",TIDAK,M2,D1,M2D1,1822
1/5/2022,05:12:42,-8.86156,110.60122,12,2.7,MLv,"
	Pusat gempa dilaut 94 Km BaratDaya Pacitan - Jatim
",TIDAK,M2,D1,M2D1,1823
1/6/2022,02:14:40,-8.37583,111.19167,70,2.9,MLv,"
	Pusat gempa di laut 24 km Tenggara PACITAN-JATIM
",TIDAK,M2,D2,M2D2,1824
1/7/2022,01:16:05,-8.558,112.27,105,2.6,MLv,"
	Pusat gempa di laut 47 km Tenggara Blitar
",TIDAK,M2,D2,M2D2,1825
1/8/2022,06:03:24,-8.86,111.41,12,2.7,MLv,"
	Pusat gempa di laut, 82 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1826
1/9/2022,01:29:02,-8.65591,111.82554,40,3.2,MLv,"
	Pusat gempa dilaut, 65 Km Tenggara Trenggalek Jatim
",TIDAK,M3,D1,M3D1,1827
1/10/2022,09:11:36,-7.93576,110.48217,15,1.8,MLv,"
	Pusat gempa di darat 14 km Tenggara BANTUL-DIY

	&nbsp;
",TIDAK,M1,D1,M1D1,1828
1/11/2022,19:24:08,-7.94371,110.49518,13,2,MLv,"
	Pusat gempa di darat 13 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1,1829
1/12/2022,07:19:11,-8.6532,110.72662,40,2.7,MLv,"
	Pusat gempa di laut 66 km BaratDaya Pacitan
",TIDAK,M2,D1,M2D1,1830
1/13/2022,02:02:30,-8.59,111.09,38,2.7,MLv,"
	Pusat gempa di laut, 45 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1831
1/14/2022,08:18:09,-7.2623,112.93361,13,4.1,MLv,"
	Pusat gempa dilaut, 24 km Tenggara Bangkalan Jatim, dirasakan di Bangkalan III MMI, Sumenep, Juanda, Surabaya Timur, Surabaya Utara (II MMI)
",YA,M4,D1,M4D1,1832
1/15/2022,06:11:40,-9.01,110.82,55,4.5,M,"
	Pusat gempa&nbsp;berlokasi di laut&nbsp; pada jarak 97 km Baratdaya Pacitan - JATIM,&nbsp;dirasakan di Bantul dan Gunungkidul,&nbsp; II MMI&nbsp;
",YA,M4,D1,M4D1,1833
1/16/2022,00:25:54,-7.61857,108.72782,10,5.7,M,"
	Puasat gempa di laut 115 km dari Pelabuhanratu - Jabar
",TIDAK,M5,D1,M5D1,1834
1/17/2022,09:05:15,-7.43048,109.01498,20,3.1,MLv,"
	Pusat gempa di darat 24 km BaratDaya Banyumas
",TIDAK,M3,D1,M3D1,1835
1/18/2022,05:53:20,-8.06165,110.47755,122,1.7,MLv,"
	Pusat gempa didarar 16 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M1,D2,M1D2,1836
1/19/2022,01:22:56,-9.04079,112.54538,15,3.3,MLv,"
	Pusat gempa dilaut 100 Km Barat Daya Malang - Jatim
",TIDAK,M3,D1,M3D1,1837
1/20/2022,00:46:27,-7.96,110.38,12,1.3,MLv,"
	Pusat gempa didarat, 7 Km Tenggara Bantul DIY
",TIDAK,M1,D1,M1D1,1838
1/21/2022,14:17:54,-7.92525,110.4845,11,2.3,MLv,"
	Pusat gempa dilaut, 14 Km Tenggara Bantul DIY
",TIDAK,M2,D1,M2D1,1839
1/22/2022,02:28:07,-8.87,111.27,13,2.8,MLv,"
	Pusat gempa di laut, 78 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1,1840
1/23/2022,11:51:14,-8.72054,111.32841,36,3,MLv,"
	Pusat gempa dilaut 65 km Tenggara Pacitan - Jatim
",TIDAK,M2,D1,M2D1,1841
1/24/2022,00:57:29,-8.83,109.91,12,3.1,MLv,"
	Pusat gempa dilaut, 114 Km BaratDaya Bantul DIY
",TIDAK,M3,D1,M3D1,1842
1/25/2022,10:08:42,-8.67766,110.3775,42,2.9,MLv,"
	Pusat gempa di laut, 80 km BaratDaya GUNUNGKIDUL, DIY
",TIDAK,M2,D1,M2D1,1843
